created_at,favorite_count,full_text,hashtags,id,id_str,lang,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,media,date_time,date,date_week,handle
Sat Sep 21 22:09:11 +0000 2019,5309,"10 provinces in 10 days! I’ve been traveling across the country, meeting people and listening to what matters most to you. Conservatives want to take us backwards – but we need to keep up our progress, and keep moving forward. #ChooseForward https://t.co/kZ9V27Gm04",[{'text': 'ChooseForward'}],1175532452741357570,1175532452741357570,en,,,,783.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/kZ9V27Gm04', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175532452741357570/video/1', 'id': 1175530460786675712, 'media_url': 'http://pbs.twimg.com/media/EFBTRJoXoAA3AAk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFBTRJoXoAA3AAk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/kZ9V27Gm04', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 36904, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/1280x720/g2It9POMYe6NVwMb.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/pl/N2UkTye1FysfhF3R.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/480x270/0XpbcZaKlKCR-Oss.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/640x360/9233uC35ZHCvpwDn.mp4?tag=13'}]}}]",2019-09-21 22:09:11+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 22:08:47 +0000 2019,460,10 provinces en 10 jours! J’ai voyagé à travers le pays pour rencontrer des gens et écouter vos préoccupations. Les conservateurs veulent nous ramener en arrière – mais on doit continuer à progresser et continuer d’avancer. #ChoisirDAvancer https://t.co/4dqIKRxqju,[{'text': 'ChoisirDAvancer'}],1175532352052899841,1175532352052899841,fr,,,,80.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/4dqIKRxqju', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175532352052899841/video/1', 'id': 1175530460786675712, 'media_url': 'http://pbs.twimg.com/media/EFBTRJoXoAA3AAk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFBTRJoXoAA3AAk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/4dqIKRxqju', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 36904, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/1280x720/g2It9POMYe6NVwMb.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/pl/N2UkTye1FysfhF3R.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/480x270/0XpbcZaKlKCR-Oss.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175530460786675712/vid/640x360/9233uC35ZHCvpwDn.mp4?tag=13'}]}}]",2019-09-21 22:08:47+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 18:43:33 +0000 2019,5570,Gray helped me make an important announcement in Victoria last week. We’ll make it easier for families to buy their first home - so little ones like her can have a comfortable &amp; affordable place to grow up. Read more: https://t.co/rR28UreDCr https://t.co/XXXaQ4dCDv,[],1175480700641972224,1175480700641972224,en,,,,721.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'http://lpc.ca/appo', 'url': 'https://t.co/rR28UreDCr'}]","{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/XXXaQ4dCDv', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175480700641972224/video/1', 'id': 1175477867163062273, 'media_url': 'http://pbs.twimg.com/media/EFAjuLRXsAMd9qx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFAjuLRXsAMd9qx.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/XXXaQ4dCDv', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 16266, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477867163062273/vid/640x360/TfrnB-hq558w3Wtr.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477867163062273/vid/1280x720/2keVr625LL8HtS8I.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1175477867163062273/pl/uM8K3fvDMIxR15tC.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477867163062273/vid/480x270/0XrST1VOii6Ar7pH.mp4?tag=13'}]}}]",2019-09-21 18:43:33+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 18:43:11 +0000 2019,485,"La semaine dernière, Gray m’a aidé à faire une annonce importante. On va faciliter l’achat d’une première maison pour les familles, afin que les tout-petits comme elle puissent grandir dans un environnement sain et confortable. En savoir plus : https://t.co/pplhW6f7v8 https://t.co/6DAeMy9dZF",[],1175480611953418245,1175480611953418245,fr,,,,62.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'http://lpc.ca/appn', 'url': 'https://t.co/pplhW6f7v8'}]","{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/6DAeMy9dZF', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175480611953418245/video/1', 'id': 1175477899790622724, 'media_url': 'http://pbs.twimg.com/media/EFAjerxWsAA_DDw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EFAjerxWsAA_DDw.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/6DAeMy9dZF', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 16266, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477899790622724/vid/480x270/auIRQVqKeC_yOqlY.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1175477899790622724/pl/QncRAWWn5SJKMTom.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477899790622724/vid/1280x720/HNLDW9d6b4FNoEDN.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1175477899790622724/vid/640x360/wqhLe8nwOZgMUy_V.mp4?tag=13'}]}}]",2019-09-21 18:43:11+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 15:41:02 +0000 2019,1507,Happy Independence Day to Armenians in Canada and around the world! https://t.co/3gmm22DShn,[],1175434770219700224,1175434770219700224,en,,,,228.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://www.liberal.ca/armenias-independence-day-statement-by-the-leader-of-the-liberal-party-of-canada/', 'url': 'https://t.co/3gmm22DShn'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 15:41:02+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 15:40:45 +0000 2019,266,Je souhaite un bon Jour de l’indépendance aux Arméniens du Canada et à travers le monde! https://t.co/NCKvxtyo2G,[],1175434700313300992,1175434700313300992,fr,,,,51.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://www.liberal.ca/fr/jour-de-lindependance-de-larmenie-declaration-du-chef-du-parti-liberal-du-canada/', 'url': 'https://t.co/NCKvxtyo2G'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 15:40:45+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 14:18:02 +0000 2019,2631,"Today, we celebrate the work being done to make peace a reality around the world. Together, let’s advance peace and justice, and make our planet a better and cleaner one – today, and for generations to come. #PeaceDay #ClimateAction https://t.co/UUf74jpXPb","[{'text': 'PeaceDay'}, {'text': 'ClimateAction'}]",1175413884552994817,1175413884552994817,en,,,,498.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.liberal.ca/statement-by-the-leader-of-the-liberal-party-on-the-international-day-of-peace/', 'url': 'https://t.co/UUf74jpXPb'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 14:18:02+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 14:17:30 +0000 2019,266,"Aujourd’hui, nous célébrons le travail accompli pour faire de la paix une réalité. Ensemble, faisons avancer la paix et la justice pour un monde meilleur et un environnement plus sain aujourd’hui et pour les générations à venir. #ActionClimat https://t.co/oT2DjNOJdd",[{'text': 'ActionClimat'}],1175413748359733248,1175413748359733248,fr,,,,46.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.liberal.ca/fr/declaration-du-chef-du-parti-liberal-a-loccasion-de-la-journee-internationale-de-la-paix/', 'url': 'https://t.co/oT2DjNOJdd'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 14:17:30+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 12:33:29 +0000 2019,8202,"A re-elected Liberal government will:
✔️Strengthen gun control
✔️Ban military-grade assault rifles
✔️Give municipalities the ability to restrict/ban handguns
✔️Prevent people who are a danger to themselves or others from possessing or getting new firearms https://t.co/XzEbrNBh99",[],1175387570664026112,1175387570664026112,en,,,,1424.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://globalnews.ca/news/5928779/justin-trudeau-assault-rifle-ban/?utm_expid=.kz0UD5JkQOCo6yMqxGqECg.0&utm_referrer=', 'url': 'https://t.co/XzEbrNBh99'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 12:33:29+00:00,2019-09-21,2019-09-16,JustinTrudeau
Sat Sep 21 12:32:25 +0000 2019,315,"Réélu, on va :
✔️Renforcer le contrôle des armes à feu
✔️Interdire les armes d’assaut de style militaire
✔️Donner aux municipalités la possibilité de restreindre/interdire les armes de poing
✔️Empêcher à quelqu'un représentant un danger de posséder ou se procurer une arme https://t.co/605IcRohCQ",[],1175387305055592448,1175387305055592448,fr,"{'created_at': 'Fri Sep 20 16:56:11 +0000 2019', 'favorite_count': 11, 'full_text': 'Le chef libéral Justin Trudeau a promis vendredi d’interdire les armes d’assaut de style militaire, s’il est réélu le 21 octobre prochain.\n#polcan https://t.co/7dmUxtGuSg', 'hashtags': [{'text': 'polcan'}], 'id': 1175091294999339008, 'id_str': '1175091294999339008', 'lang': 'fr', 'retweet_count': 8, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'urls': [{'expanded_url': 'https://www.journaldemontreal.com/2019/09/20/interdiction-des-armes-a-feu-trudeau-relance-le-debat-scheer-dit-non-1', 'url': 'https://t.co/7dmUxtGuSg'}], 'user': {'id': 31016249, 'id_str': '31016249'}, 'user_mentions': []}",1.175091294999339e+18,1175091294999339008,44.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://twitter.com/jdemontreal/status/1175091294999339008', 'url': 'https://t.co/605IcRohCQ'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2019-09-21 12:32:25+00:00,2019-09-21,2019-09-16,JustinTrudeau
Fri Sep 20 23:07:42 +0000 2019,3360,"Walked the Danforth today with Noor, who lost her friend Reese in the tragic 2018 shooting here. She is exactly why today’s announcement is so important. We’ll strengthen gun control because we have to do better, we have to do more. https://t.co/dNugb0qtxd",[],1175184788069785600,1175184788069785600,en,,,,481.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/dNugb0qtxd', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175184788069785600/photo/1', 'id': 1175184770285867009, 'media_url': 'http://pbs.twimg.com/media/EE8YUnpWkAE3PMb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EE8YUnpWkAE3PMb.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/dNugb0qtxd'}]",2019-09-20 23:07:42+00:00,2019-09-20,2019-09-16,JustinTrudeau
Fri Sep 20 23:07:20 +0000 2019,277,"En 2018, Noor a perdu son amie Reese lors de la tragique fusillade sur l’avenue Danforth à Toronto. Des événements comme celui-là rendent l’annonce d’aujourd’hui d'autant plus importante. On va renforcer le contrôle des armes à feu parce qu'il faut en faire plus et faire mieux. https://t.co/I7xAzewOwz",[],1175184699301474304,1175184699301474304,fr,,,,44.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/I7xAzewOwz', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1175184699301474304/photo/1', 'id': 1175184687901396993, 'media_url': 'http://pbs.twimg.com/media/EE8YP0vXUAEMG5P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EE8YP0vXUAEMG5P.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/I7xAzewOwz'}]",2019-09-20 23:07:20+00:00,2019-09-20,2019-09-16,JustinTrudeau
